dataset,behavior_canonical,split,sample_id,t,detector_success,pose_returned,status,infer_ms,mean_conf,median_conf,points_conf_ge_02,points_conf_ge_05,mask_containment_sanity_rate_all,mask_containment_sanity_rate_conf02,mask_inside_count,nose_x,nose_y,nose_conf,nose_in_mask,upper_jaw_x,upper_jaw_y,upper_jaw_conf,upper_jaw_in_mask,lower_jaw_x,lower_jaw_y,lower_jaw_conf,lower_jaw_in_mask,mouth_end_right_x,mouth_end_right_y,mouth_end_right_conf,mouth_end_right_in_mask,mouth_end_left_x,mouth_end_left_y,mouth_end_left_conf,mouth_end_left_in_mask,right_eye_x,right_eye_y,right_eye_conf,right_eye_in_mask,right_earbase_x,right_earbase_y,right_earbase_conf,right_earbase_in_mask,right_earend_x,right_earend_y,right_earend_conf,right_earend_in_mask,right_antler_base_x,right_antler_base_y,right_antler_base_conf,right_antler_base_in_mask,right_antler_end_x,right_antler_end_y,right_antler_end_conf,right_antler_end_in_mask,left_eye_x,left_eye_y,left_eye_conf,left_eye_in_mask,left_earbase_x,left_earbase_y,left_earbase_conf,left_earbase_in_mask,left_earend_x,left_earend_y,left_earend_conf,left_earend_in_mask,left_antler_base_x,left_antler_base_y,left_antler_base_conf,left_antler_base_in_mask,left_antler_end_x,left_antler_end_y,left_antler_end_conf,left_antler_end_in_mask,neck_base_x,neck_base_y,neck_base_conf,neck_base_in_mask,neck_end_x,neck_end_y,neck_end_conf,neck_end_in_mask,throat_base_x,throat_base_y,throat_base_conf,throat_base_in_mask,throat_end_x,throat_end_y,throat_end_conf,throat_end_in_mask,back_base_x,back_base_y,back_base_conf,back_base_in_mask,back_end_x,back_end_y,back_end_conf,back_end_in_mask,back_middle_x,back_middle_y,back_middle_conf,back_middle_in_mask,tail_base_x,tail_base_y,tail_base_conf,tail_base_in_mask,tail_end_x,tail_end_y,tail_end_conf,tail_end_in_mask,front_left_thai_x,front_left_thai_y,front_left_thai_conf,front_left_thai_in_mask,front_left_knee_x,front_left_knee_y,front_left_knee_conf,front_left_knee_in_mask,front_left_paw_x,front_left_paw_y,front_left_paw_conf,front_left_paw_in_mask,front_right_thai_x,front_right_thai_y,front_right_thai_conf,front_right_thai_in_mask,front_right_knee_x,front_right_knee_y,front_right_knee_conf,front_right_knee_in_mask,front_right_paw_x,front_right_paw_y,front_right_paw_conf,front_right_paw_in_mask,back_left_paw_x,back_left_paw_y,back_left_paw_conf,back_left_paw_in_mask,back_left_thai_x,back_left_thai_y,back_left_thai_conf,back_left_thai_in_mask,back_right_thai_x,back_right_thai_y,back_right_thai_conf,back_right_thai_in_mask,back_left_knee_x,back_left_knee_y,back_left_knee_conf,back_left_knee_in_mask,back_right_knee_x,back_right_knee_y,back_right_knee_conf,back_right_knee_in_mask,back_right_paw_x,back_right_paw_y,back_right_paw_conf,back_right_paw_in_mask,belly_bottom_x,belly_bottom_y,belly_bottom_conf,belly_bottom_in_mask,body_middle_right_x,body_middle_right_y,body_middle_right_conf,body_middle_right_in_mask,body_middle_left_x,body_middle_left_y,body_middle_left_conf,body_middle_left_in_mask
beef_cattle_behavior,Feeding,train,beef_195_4_clip_0,7,True,True,pose_output_returned,143.43,0.4806,0.4248,38,16,0.6923,0.6842,27,196.69,190.53,0.7586,1,192.76,192.86,0.8722,0,190.18,191.63,0.821,1,189.13,183.44,0.467,1,198.78,188.39,0.5697,1,205.42,167.09,0.7567,1,197.46,153.28,0.3223,1,195.19,33.97,0.4737,0,203.04,154.16,0.5178,1,193.39,35.25,0.4507,0,212.31,168.58,0.8327,0,211.42,150.53,0.2169,0,191.28,32.67,0.2159,1,207.59,152.81,0.4248,1,197.31,36.31,0.3241,0,200.83,57.64,0.5808,0,200.18,53.07,0.2364,0,180.42,155.34,0.421,1,179.37,148.16,0.2506,1,157.1,49.55,0.2975,1,172.15,60.81,0.7835,1,111.33,38.27,0.3913,1,174.72,69.54,0.8189,1,148.32,98.96,0.0865,1,113.9,113.36,0.3875,1,115.17,136.5,0.6927,1,114.06,174.52,0.7807,1,125.24,116.54,0.3925,1,109.44,137.3,0.6857,0,106.31,173.25,0.6791,0,115.78,175.39,0.3168,1,132.0,110.4,0.7298,1,174.5,111.76,0.4039,1,117.18,144.41,0.5001,1,120.09,143.97,0.2178,1,119.03,175.93,0.2248,1,89.14,110.36,0.2327,0,179.3,86.24,0.2587,1,106.32,79.63,0.3492,0
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,0,True,True,pose_output_returned,144.63,0.3128,0.2696,27,5,0.0256,0.037,1,14.54,140.47,0.5664,0,14.37,142.95,0.4757,0,15.63,143.33,0.4444,0,15.0,141.66,0.3494,0,19.8,139.52,0.435,0,11.28,123.22,0.7956,0,87.69,131.01,0.1978,0,90.02,127.58,0.2297,0,9.91,110.64,0.1455,0,8.93,112.26,0.1468,0,17.19,122.83,0.5111,0,42.62,111.52,0.0719,0,46.83,103.19,0.1158,0,23.92,112.26,0.1394,0,135.22,114.36,0.1818,0,78.17,138.42,0.4219,0,84.23,122.63,0.2135,0,31.43,139.25,0.4612,0,29.49,142.99,0.2673,0,82.36,119.67,0.4529,0,86.3,123.4,0.3434,0,70.02,104.14,0.2696,0,86.4,127.04,0.3033,0,123.4,189.52,0.1971,0,113.65,144.76,0.2515,0,100.48,186.27,0.197,0,103.14,190.32,0.3007,0,30.72,163.31,0.2902,0,46.64,190.94,0.2295,0,102.94,190.2,0.3319,0,102.48,189.71,0.2036,0,117.93,134.53,0.3349,1,24.51,167.92,0.4313,0,45.73,191.82,0.8193,0,22.35,192.23,0.5238,0,16.17,191.47,0.0766,0,45.66,162.73,0.2107,0,39.85,158.99,0.1095,0,108.27,129.52,0.154,0
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,1,True,True,pose_output_returned,143.26,0.2427,0.2073,21,3,0.4615,0.4286,18,205.78,177.55,0.096,1,192.02,138.08,0.0839,1,192.54,134.63,0.0575,0,182.73,165.73,0.0486,1,148.99,148.55,0.0991,1,190.17,162.34,0.5274,1,167.54,36.96,0.0894,0,164.79,40.53,0.3366,0,170.23,36.8,0.142,0,185.51,131.31,0.2015,1,200.73,154.54,0.2073,1,163.12,36.61,0.0593,0,184.48,37.41,0.0816,0,195.17,140.93,0.1132,1,214.03,62.64,0.1304,0,165.68,53.23,0.1733,0,214.43,43.97,0.2874,0,131.46,121.79,0.0814,1,130.03,124.5,0.1924,1,213.21,43.1,0.3512,0,168.36,43.0,0.635,0,205.43,43.29,0.3762,0,166.93,45.44,0.613,0,161.46,45.29,0.2272,0,132.5,131.47,0.4392,1,121.63,149.17,0.4993,1,185.0,131.92,0.265,1,128.08,129.86,0.3693,1,119.61,149.97,0.368,1,187.28,131.24,0.3625,1,140.96,173.39,0.2364,0,181.68,80.08,0.3232,0,175.95,77.09,0.1624,0,119.2,150.07,0.1649,1,119.39,149.97,0.1436,1,188.51,130.95,0.1348,0,215.26,102.06,0.2446,0,190.26,74.78,0.2445,0,203.62,72.78,0.2975,0
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,2,True,True,pose_output_returned,143.24,0.2892,0.2439,24,2,0.1026,0.0417,4,9.92,132.18,0.1818,0,9.74,130.22,0.1727,0,10.74,131.0,0.1768,0,8.58,130.77,0.1944,0,16.99,125.95,0.242,0,3.58,114.95,0.4946,0,113.96,113.3,0.1148,1,100.53,116.46,0.1591,1,0.52,110.06,0.1299,0,84.92,193.76,0.1632,0,6.61,114.05,0.4925,0,14.81,102.74,0.0498,0,113.34,114.1,0.2439,1,7.57,76.77,0.1287,0,120.41,188.72,0.2521,0,115.35,114.42,0.173,1,80.7,105.56,0.1637,0,22.93,127.63,0.384,0,21.94,131.55,0.3172,0,75.57,97.29,0.33,0,54.39,132.26,0.2319,0,74.64,102.26,0.2882,0,49.29,141.98,0.3858,0,57.59,133.28,0.0876,0,74.83,139.04,0.2173,0,115.25,150.41,0.1654,0,62.28,199.15,0.196,0,21.63,152.03,0.3039,0,80.15,191.57,0.2638,0,62.48,198.95,0.284,0,11.02,204.34,0.4912,0,19.47,151.04,0.7192,0,69.48,143.56,0.7987,0,9.25,185.82,0.4995,0,40.32,176.18,0.3199,0,57.23,199.71,0.488,0,100.22,132.31,0.4295,0,86.35,123.46,0.3077,0,75.67,126.98,0.2374,0
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,3,True,True,pose_output_returned,144.56,0.2605,0.2129,21,2,0.2051,0.0952,8,117.97,211.57,0.1959,0,118.67,213.44,0.2199,0,111.0,217.39,0.1483,0,109.25,211.25,0.1817,0,122.24,210.11,0.2685,0,12.61,107.61,0.366,0,113.07,93.59,0.1203,1,102.2,121.02,0.3407,1,115.75,97.68,0.141,0,47.86,175.78,0.2129,0,13.7,107.43,0.4013,0,124.49,192.92,0.0882,0,42.84,84.12,0.2531,0,21.76,87.64,0.1338,0,117.56,85.74,0.1928,1,27.31,117.2,0.0985,0,108.58,165.9,0.2781,0,70.0,185.86,0.1765,0,29.56,122.95,0.2008,0,107.29,166.33,0.3779,0,68.43,114.51,0.2788,0,86.7,94.14,0.3335,0,62.6,127.38,0.3163,0,144.68,145.69,0.0874,1,113.35,90.55,0.3617,1,101.58,171.63,0.1423,0,31.97,192.16,0.1917,0,103.74,170.74,0.345,0,130.73,135.77,0.1454,0,143.59,148.65,0.1915,1,35.26,191.86,0.4153,0,32.09,143.09,0.5554,0,81.87,135.58,0.6521,0,21.57,154.45,0.4435,0,57.26,170.01,0.1851,0,64.11,193.94,0.4869,0,105.65,125.42,0.1717,1,90.78,121.66,0.2624,0,99.66,119.82,0.1976,1
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,4,True,True,pose_output_returned,140.34,0.3048,0.2991,32,3,0.0513,0.0312,2,122.29,222.05,0.4418,0,120.12,224.24,0.3652,0,110.91,222.48,0.27,0,113.06,217.57,0.3005,0,123.85,216.44,0.3464,0,13.76,108.82,0.4924,0,106.67,186.72,0.2331,0,132.93,193.75,0.2869,0,127.59,190.25,0.4691,0,131.95,192.34,0.3072,0,15.22,108.21,0.5985,0,132.91,187.25,0.3303,0,136.1,191.16,0.306,0,130.42,189.99,0.5068,0,132.8,187.23,0.2792,0,84.93,164.56,0.2727,0,89.99,97.02,0.2123,0,32.1,125.94,0.243,0,33.93,128.6,0.1799,0,89.58,94.31,0.3262,0,70.86,126.87,0.1055,0,38.51,72.0,0.2905,0,63.66,136.09,0.1114,0,74.58,202.87,0.0705,0,136.73,118.59,0.1549,1,137.91,141.31,0.1969,0,24.43,194.0,0.142,0,136.47,119.37,0.2549,1,54.38,185.09,0.3714,0,72.43,197.79,0.3023,0,27.14,197.36,0.2389,0,33.29,147.89,0.5794,0,43.05,145.77,0.3342,0,21.18,192.92,0.4244,0,50.92,176.53,0.2991,0,61.98,196.15,0.4416,0,52.65,197.4,0.3172,0,45.41,114.41,0.2215,0,46.15,116.22,0.2646,0
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,5,True,True,pose_output_returned,144.96,0.3442,0.3401,33,5,0.0513,0.0303,2,15.98,132.53,0.6242,0,18.01,135.85,0.4732,0,19.62,136.41,0.3401,0,15.6,134.58,0.3899,0,23.39,133.68,0.4445,0,9.55,114.27,0.7055,0,7.54,97.96,0.1539,0,108.08,97.05,0.1957,1,9.87,103.81,0.188,0,4.42,95.93,0.3468,0,15.86,113.03,0.6569,0,132.08,203.18,0.0833,0,135.81,202.19,0.2472,0,11.78,101.13,0.2088,0,81.78,125.65,0.2527,0,110.71,192.93,0.1335,0,115.16,179.68,0.2517,0,75.08,186.31,0.4156,0,59.66,174.02,0.259,0,113.47,176.01,0.2107,0,14.54,154.34,0.2852,0,95.0,105.42,0.4142,0,14.62,157.77,0.2036,0,16.63,201.88,0.2313,0,111.0,176.52,0.3773,0,132.06,151.01,0.2207,0,72.06,207.2,0.4599,0,40.48,148.6,0.4228,0,57.75,186.01,0.3899,0,69.67,208.18,0.5256,0,59.06,206.37,0.6,0,137.04,126.77,0.405,0,85.21,136.62,0.4928,0,53.59,181.55,0.2555,0,19.06,205.6,0.2642,0,50.64,206.52,0.4562,0,113.27,133.06,0.1663,0,101.83,125.73,0.2925,1,95.21,129.4,0.3788,0
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,6,True,True,pose_output_returned,142.6,0.278,0.2502,24,2,0.0256,0.0,1,135.67,207.23,0.4901,0,133.13,210.73,0.4941,0,128.43,211.53,0.4452,0,128.75,208.84,0.2771,0,127.48,208.38,0.2458,0,10.94,112.56,0.223,0,126.06,206.39,0.1321,0,105.36,133.7,0.192,1,129.82,200.65,0.184,0,67.98,200.37,0.1313,0,13.03,111.49,0.2502,0,18.16,158.22,0.109,0,132.93,192.53,0.143,0,133.5,195.37,0.1841,0,137.38,195.55,0.1595,0,109.75,187.1,0.3191,0,76.16,138.55,0.2631,0,73.58,186.1,0.2038,0,57.57,177.0,0.1665,0,75.88,137.0,0.195,0,21.41,148.66,0.4475,0,55.86,81.93,0.2824,0,19.69,152.63,0.4215,0,15.69,156.64,0.1561,0,107.35,175.09,0.0816,0,52.04,181.33,0.3827,0,78.42,205.11,0.2549,0,106.82,181.6,0.1919,0,54.54,180.8,0.3019,0,56.31,202.09,0.4441,0,55.97,201.31,0.5663,0,26.91,158.0,0.3593,0,40.72,152.15,0.2257,0,54.4,180.84,0.3943,0,22.28,197.64,0.3597,0,53.76,202.77,0.5697,0,116.5,133.59,0.2895,0,45.77,120.17,0.1203,0,101.31,122.53,0.183,0
beef_cattle_behavior,Feeding,train,beef_102_4_clip_0,7,True,True,pose_output_returned,148.47,0.2693,0.232,25,3,0.0256,0.04,1,137.95,204.24,0.1799,0,134.98,208.42,0.2333,0,20.85,133.68,0.1808,0,18.56,127.59,0.1123,0,22.19,128.2,0.323,0,12.15,110.64,0.5021,0,10.7,82.16,0.1285,0,105.21,109.72,0.338,0,59.76,199.44,0.1396,0,97.84,206.85,0.1495,0,16.95,110.21,0.6712,0,107.36,109.99,0.0592,0,108.48,111.58,0.1778,0,11.79,100.52,0.1402,0,134.06,89.25,0.311,1,73.7,136.4,0.232,0,102.42,100.11,0.2144,0,43.2,130.17,0.545,0,41.18,134.7,0.3586,0,95.84,100.07,0.2839,0,83.33,132.93,0.2257,0,14.26,69.15,0.2017,0,79.21,139.41,0.2687,0,60.36,197.71,0.255,0,43.01,154.51,0.173,0,102.24,201.24,0.1681,0,18.6,220.2,0.381,0,37.01,156.08,0.3751,0,54.58,193.52,0.2183,0,136.44,203.88,0.2288,0,19.88,219.56,0.4317,0,35.48,157.52,0.3282,0,93.61,152.01,0.4029,0,47.96,183.33,0.1879,0,19.11,207.57,0.1692,0,69.37,205.74,0.4175,0,69.82,207.25,0.1839,0,105.34,136.05,0.3136,0,100.1,135.5,0.2926,0
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,0,False,False,pose_detector_failure,125.45,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,1,False,False,pose_detector_failure,133.3,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,2,True,True,pose_output_returned,142.26,0.208,0.1802,16,0,0.4872,0.3125,19,206.81,174.52,0.3821,1,206.93,182.39,0.3089,1,201.21,186.52,0.3788,1,199.18,179.67,0.3236,1,200.87,175.23,0.1507,1,202.7,168.7,0.0856,1,192.69,65.34,0.1802,0,187.42,63.12,0.246,0,192.45,62.69,0.1141,0,26.81,75.18,0.2678,0,207.88,173.01,0.0748,1,192.98,179.24,0.1094,1,186.0,178.16,0.1998,1,202.16,61.37,0.0841,0,193.47,60.44,0.116,0,109.8,87.5,0.1486,1,97.56,86.22,0.1049,1,147.59,159.08,0.1032,1,147.39,163.54,0.1338,1,190.38,51.73,0.1168,0,34.57,106.04,0.2332,0,188.29,47.82,0.0885,0,32.9,111.33,0.3385,0,22.27,71.31,0.2821,0,119.67,148.77,0.1334,1,108.74,168.83,0.1808,0,75.86,192.61,0.413,0,127.66,146.02,0.1245,1,106.82,170.52,0.2008,0,87.48,188.06,0.3364,0,80.05,185.64,0.1958,0,72.63,116.65,0.3161,1,49.65,125.59,0.4823,0,110.95,131.6,0.1558,0,58.96,148.9,0.3722,0,52.8,164.61,0.318,0,87.5,128.12,0.1192,1,130.61,125.46,0.1216,1,151.61,147.26,0.0687,1
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,3,False,False,pose_detector_failure,122.99,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,4,False,False,pose_detector_failure,132.51,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,5,True,True,pose_output_returned,148.52,0.1896,0.1855,17,0,0.8718,0.8235,34,53.81,145.31,0.0893,1,205.35,198.88,0.0497,1,99.58,189.06,0.1409,1,72.73,185.57,0.069,1,50.61,171.65,0.076,1,66.66,145.81,0.1783,1,62.66,141.42,0.2696,1,50.0,138.08,0.2604,1,65.37,142.99,0.22,1,22.42,58.71,0.1855,1,69.13,144.2,0.1508,1,77.73,137.56,0.2469,1,205.16,143.51,0.2534,1,77.86,138.3,0.3694,1,96.2,111.29,0.211,1,121.05,38.96,0.1449,1,117.22,34.86,0.2973,0,157.18,146.42,0.089,1,106.85,140.13,0.14,1,113.79,29.12,0.2097,0,204.31,150.06,0.1007,1,125.25,99.4,0.0936,1,209.26,158.7,0.289,1,19.26,186.8,0.325,1,124.16,128.8,0.2687,1,140.7,157.72,0.1091,1,203.95,204.86,0.1461,1,117.09,128.03,0.2884,1,63.69,116.39,0.13,1,202.08,208.18,0.2019,1,81.55,189.59,0.186,1,116.17,125.11,0.2738,1,82.38,160.41,0.1703,0,85.34,167.82,0.1207,1,79.25,163.13,0.1914,0,79.83,179.33,0.2969,1,79.51,160.35,0.2105,0,71.28,109.02,0.1635,1,153.97,142.98,0.1783,1
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,6,True,True,pose_output_returned,143.34,0.316,0.2703,24,8,0.7179,0.7083,28,127.83,203.83,0.6622,1,128.57,209.93,0.6352,0,124.3,209.77,0.4041,0,118.54,209.24,0.176,1,130.04,198.87,0.342,1,91.53,163.2,0.2219,1,70.99,129.6,0.6996,1,55.92,183.38,0.7771,0,72.65,123.97,0.2649,1,41.71,111.62,0.6578,1,92.32,151.5,0.1191,1,75.37,130.75,0.2546,1,41.69,110.86,0.2401,0,76.27,129.07,0.3561,1,96.62,109.85,0.3206,0,103.64,196.01,0.2703,1,98.08,179.76,0.091,1,97.96,191.42,0.1741,1,90.42,207.17,0.1282,1,56.7,127.75,0.0813,1,64.73,126.44,0.3096,1,90.31,116.23,0.3435,1,66.51,127.81,0.3525,1,28.88,203.18,0.3856,1,132.41,207.86,0.0938,0,50.86,205.96,0.172,1,126.95,202.98,0.4972,1,53.46,192.43,0.5223,1,50.94,204.77,0.7351,1,49.99,209.93,0.6216,0,96.34,157.7,0.186,1,105.96,161.43,0.1054,0,94.39,188.06,0.1172,1,49.21,205.97,0.0884,0,49.16,201.48,0.2931,1,48.07,209.87,0.3691,0,103.46,182.41,0.0875,1,57.35,135.06,0.0758,0,92.74,153.66,0.0926,1
beef_cattle_behavior,Feeding,train,beef_154_6_clip_0,7,False,False,pose_detector_failure,127.91,0.0,0.0,0,0,0.0,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0,,,0.0,0
beef_cattle_behavior,Feeding,train,beef_180_1_clip_0,0,True,True,pose_output_returned,146.53,0.6757,0.6852,39,33,0.5897,0.5897,23,217.11,148.29,0.9807,0,212.09,154.07,0.9845,0,206.35,154.75,0.7605,0,203.83,148.87,0.729,1,207.24,149.88,0.7277,1,203.74,125.43,0.8812,1,190.99,116.35,0.694,0,187.37,111.22,0.5119,0,195.3,113.22,0.7455,1,199.07,104.4,0.291,0,207.11,125.33,0.9041,1,198.31,107.59,0.5502,1,197.48,101.45,0.3478,0,199.45,110.52,0.6072,1,201.76,103.22,0.2527,0,154.51,95.59,0.6551,1,162.85,69.6,0.5325,1,161.01,132.53,0.5347,0,143.47,134.7,0.5088,1,157.88,62.43,0.5463,1,26.63,40.37,0.7788,1,78.04,44.88,0.828,1,16.78,42.14,0.8588,1,18.32,44.34,0.3126,1,115.71,128.58,0.6733,0,102.55,151.52,0.5564,1,116.52,180.15,0.6271,0,115.28,126.54,0.9485,0,95.02,152.28,0.8055,1,117.95,181.84,0.5467,0,36.05,148.62,0.8223,0,37.38,103.55,0.9763,1,24.61,100.54,0.8736,1,32.75,124.45,0.9296,1,19.1,124.66,0.8791,1,23.04,150.03,0.6852,0,71.42,115.21,0.4905,0,72.26,86.5,0.5408,1,74.37,83.0,0.4739,1
beef_cattle_behavior,Feeding,train,beef_180_1_clip_0,1,True,True,pose_output_returned,140.27,0.6633,0.7158,39,29,0.641,0.641,25,218.73,152.01,1.0,1,214.37,157.5,0.9793,1,209.17,158.37,0.8255,1,204.61,152.23,0.7307,1,214.3,152.3,0.7555,1,198.51,127.42,0.8152,1,187.41,120.03,0.5823,1,182.49,118.57,0.4343,1,191.33,113.86,0.6005,1,171.27,41.33,0.2753,0,211.08,124.67,1.0,0,207.18,110.56,0.4227,0,216.04,94.23,0.3538,0,205.3,113.19,0.5124,0,219.05,100.7,0.2378,0,160.79,102.6,0.7525,0,166.58,78.5,0.6094,1,162.0,132.75,0.4054,0,140.76,133.81,0.4106,1,162.83,71.12,0.661,1,24.88,43.98,0.7224,1,86.54,46.53,0.7288,1,17.61,46.01,0.8943,1,11.05,128.41,0.2983,0,111.39,128.15,0.9088,1,101.66,153.43,0.6822,0,108.24,180.89,0.5358,0,109.03,127.14,0.8273,1,94.86,154.15,0.7216,1,76.08,179.2,0.7158,1,29.61,142.49,0.4795,0,35.02,101.84,0.8774,1,31.41,102.8,1.0,1,24.43,118.51,0.7425,1,32.24,130.81,0.9757,1,36.44,153.52,0.8475,0,72.64,118.3,0.5867,0,74.2,87.57,0.5386,1,81.15,88.15,0.4222,1
beef_cattle_behavior,Feeding,train,beef_180_1_clip_0,2,True,True,pose_output_returned,141.29,0.627,0.6734,39,27,0.5897,0.5897,23,218.37,138.34,0.9579,1,218.55,143.33,0.9364,0,214.32,143.66,0.7369,0,208.02,140.26,0.7182,0,212.47,138.28,0.9155,0,204.52,127.45,0.7712,0,186.05,119.93,0.4437,1,175.89,116.15,0.3503,1,190.96,115.66,0.5558,1,169.45,39.64,0.3023,0,204.59,126.66,0.763,0,196.27,108.94,0.2481,0,197.75,109.08,0.2409,0,195.31,113.8,0.4153,1,202.72,112.59,0.2456,0,158.4,101.03,0.6734,0,159.53,76.43,0.5483,1,154.23,129.95,0.2581,1,139.39,132.09,0.4993,1,156.16,72.9,0.6098,1,19.55,49.06,0.8899,1,78.08,48.6,0.713,1,11.5,50.43,0.9152,1,17.61,46.31,0.3632,1,107.46,129.71,0.7422,1,99.18,151.49,0.6577,0,102.46,176.32,0.6053,0,105.66,128.04,0.8364,1,88.19,150.68,0.681,1,72.05,176.89,0.6463,1,13.89,138.17,0.7675,0,30.07,100.82,0.8425,1,27.47,102.98,0.8746,1,16.73,114.03,0.7412,0,28.41,128.06,0.9482,1,30.01,150.22,0.7101,0,67.49,116.69,0.5103,1,70.17,88.83,0.4459,1,77.26,90.2,0.3726,1
beef_cattle_behavior,Feeding,train,beef_180_1_clip_0,3,True,True,pose_output_returned,143.4,0.5083,0.5141,39,22,0.6667,0.6667,26,195.71,131.78,0.6022,0,195.69,134.16,0.5141,0,190.13,135.44,0.4823,0,186.37,131.78,0.4465,0,196.95,131.48,0.4288,0,187.22,117.23,0.5068,0,172.59,107.44,0.5436,0,175.15,126.19,0.2408,1,179.73,96.57,0.4191,1,192.44,113.3,0.2571,0,197.53,109.73,0.7887,1,182.9,89.19,0.6031,1,184.77,82.94,0.3647,1,183.56,90.29,0.6506,1,203.07,101.87,0.2052,0,149.11,83.13,0.5776,1,153.16,65.69,0.4848,1,155.96,124.25,0.2699,1,141.7,128.19,0.3051,1,149.47,60.14,0.5284,1,28.55,22.36,0.2973,1,73.66,24.11,0.5049,1,20.8,23.74,0.3811,1,69.0,31.87,0.2012,1,121.58,124.55,0.3729,0,130.04,149.61,0.6211,0,125.05,176.16,0.8035,1,89.12,114.37,0.5723,1,124.35,149.45,0.7669,1,126.87,181.8,0.6029,0,38.37,162.73,0.6465,0,89.5,113.1,0.5877,1,26.81,99.43,0.6773,1,88.22,149.48,0.6749,1,91.16,148.82,0.6454,1,91.37,200.06,0.7306,1,64.46,109.68,0.6689,1,57.67,77.77,0.4912,1,69.47,76.09,0.3591,1
