sample_id,dataset,dataset_role,image_path,mask_path,category_or_subset,burst_or_session,metadata
sample_0246,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/475/475_0091.jpg,datasets/id/external/sideviewcows2026/barn/masks/475/475_0091.png,ReID_barn,barn_cow_0475_sess_001,"{""subset"": ""barn"", ""individual_id"": 475, ""frame_no"": 91, ""recording_id"": ""barn_cow_0475_sess_001""}"
sample_0247,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/684/684_0327.jpg,datasets/id/external/sideviewcows2026/barn/masks/684/684_0327.png,ReID_barn,barn_cow_0684_sess_001,"{""subset"": ""barn"", ""individual_id"": 684, ""frame_no"": 327, ""recording_id"": ""barn_cow_0684_sess_001""}"
sample_0248,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/345/345_0146.jpg,datasets/id/external/sideviewcows2026/barn/masks/345/345_0146.png,ReID_barn,barn_cow_0345_sess_001,"{""subset"": ""barn"", ""individual_id"": 345, ""frame_no"": 146, ""recording_id"": ""barn_cow_0345_sess_001""}"
sample_0249,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/826/826_0280.jpg,datasets/id/external/sideviewcows2026/barn/masks/826/826_0280.png,ReID_barn,barn_cow_0826_sess_001,"{""subset"": ""barn"", ""individual_id"": 826, ""frame_no"": 280, ""recording_id"": ""barn_cow_0826_sess_001""}"
sample_0250,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/510/510_0342.jpg,datasets/id/external/sideviewcows2026/barn/masks/510/510_0342.png,ReID_barn,barn_cow_0510_sess_001,"{""subset"": ""barn"", ""individual_id"": 510, ""frame_no"": 342, ""recording_id"": ""barn_cow_0510_sess_001""}"
sample_0251,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/207/207_0156.jpg,datasets/id/external/sideviewcows2026/barn/masks/207/207_0156.png,ReID_barn,barn_cow_0207_sess_001,"{""subset"": ""barn"", ""individual_id"": 207, ""frame_no"": 156, ""recording_id"": ""barn_cow_0207_sess_001""}"
sample_0252,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/128/128_0078.jpg,datasets/id/external/sideviewcows2026/barn/masks/128/128_0078.png,ReID_barn,barn_cow_0128_sess_001,"{""subset"": ""barn"", ""individual_id"": 128, ""frame_no"": 78, ""recording_id"": ""barn_cow_0128_sess_001""}"
sample_0253,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/594/594_0445.jpg,datasets/id/external/sideviewcows2026/barn/masks/594/594_0445.png,ReID_barn,barn_cow_0594_sess_002,"{""subset"": ""barn"", ""individual_id"": 594, ""frame_no"": 445, ""recording_id"": ""barn_cow_0594_sess_002""}"
sample_0254,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/559/559_0015.jpg,datasets/id/external/sideviewcows2026/barn/masks/559/559_0015.png,ReID_barn,barn_cow_0559_sess_001,"{""subset"": ""barn"", ""individual_id"": 559, ""frame_no"": 15, ""recording_id"": ""barn_cow_0559_sess_001""}"
sample_0255,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/171/171_0426.jpg,datasets/id/external/sideviewcows2026/barn/masks/171/171_0426.png,ReID_barn,barn_cow_0171_sess_001,"{""subset"": ""barn"", ""individual_id"": 171, ""frame_no"": 426, ""recording_id"": ""barn_cow_0171_sess_001""}"
sample_0256,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/733/733_0257.jpg,datasets/id/external/sideviewcows2026/barn/masks/733/733_0257.png,ReID_barn,barn_cow_0733_sess_001,"{""subset"": ""barn"", ""individual_id"": 733, ""frame_no"": 257, ""recording_id"": ""barn_cow_0733_sess_001""}"
sample_0257,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/680/680_0227.jpg,datasets/id/external/sideviewcows2026/barn/masks/680/680_0227.png,ReID_barn,barn_cow_0680_sess_001,"{""subset"": ""barn"", ""individual_id"": 680, ""frame_no"": 227, ""recording_id"": ""barn_cow_0680_sess_001""}"
sample_0258,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/275/275_0064.jpg,datasets/id/external/sideviewcows2026/barn/masks/275/275_0064.png,ReID_barn,barn_cow_0275_sess_001,"{""subset"": ""barn"", ""individual_id"": 275, ""frame_no"": 64, ""recording_id"": ""barn_cow_0275_sess_001""}"
sample_0259,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/733/733_0128.jpg,datasets/id/external/sideviewcows2026/barn/masks/733/733_0128.png,ReID_barn,barn_cow_0733_sess_001,"{""subset"": ""barn"", ""individual_id"": 733, ""frame_no"": 128, ""recording_id"": ""barn_cow_0733_sess_001""}"
sample_0260,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/955/955_0234.jpg,datasets/id/external/sideviewcows2026/barn/masks/955/955_0234.png,ReID_barn,barn_cow_0955_sess_001,"{""subset"": ""barn"", ""individual_id"": 955, ""frame_no"": 234, ""recording_id"": ""barn_cow_0955_sess_001""}"
sample_0261,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/503/503_0154.jpg,datasets/id/external/sideviewcows2026/barn/masks/503/503_0154.png,ReID_barn,barn_cow_0503_sess_001,"{""subset"": ""barn"", ""individual_id"": 503, ""frame_no"": 154, ""recording_id"": ""barn_cow_0503_sess_001""}"
sample_0262,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/529/529_0809.jpg,datasets/id/external/sideviewcows2026/barn/masks/529/529_0809.png,ReID_barn,barn_cow_0529_sess_002,"{""subset"": ""barn"", ""individual_id"": 529, ""frame_no"": 809, ""recording_id"": ""barn_cow_0529_sess_002""}"
sample_0263,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/826/826_0121.jpg,datasets/id/external/sideviewcows2026/barn/masks/826/826_0121.png,ReID_barn,barn_cow_0826_sess_001,"{""subset"": ""barn"", ""individual_id"": 826, ""frame_no"": 121, ""recording_id"": ""barn_cow_0826_sess_001""}"
sample_0264,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/124/124_0275.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0275.png,ReID_barn,barn_cow_0124_sess_001,"{""subset"": ""barn"", ""individual_id"": 124, ""frame_no"": 275, ""recording_id"": ""barn_cow_0124_sess_001""}"
sample_0265,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/192/192_0021.jpg,datasets/id/external/sideviewcows2026/barn/masks/192/192_0021.png,ReID_barn,barn_cow_0192_sess_001,"{""subset"": ""barn"", ""individual_id"": 192, ""frame_no"": 21, ""recording_id"": ""barn_cow_0192_sess_001""}"
sample_0266,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/217/217_0081.jpg,datasets/id/external/sideviewcows2026/barn/masks/217/217_0081.png,ReID_barn,barn_cow_0217_sess_001,"{""subset"": ""barn"", ""individual_id"": 217, ""frame_no"": 81, ""recording_id"": ""barn_cow_0217_sess_001""}"
sample_0267,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/733/733_0054.jpg,datasets/id/external/sideviewcows2026/barn/masks/733/733_0054.png,ReID_barn,barn_cow_0733_sess_001,"{""subset"": ""barn"", ""individual_id"": 733, ""frame_no"": 54, ""recording_id"": ""barn_cow_0733_sess_001""}"
sample_0268,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/594/594_0232.jpg,datasets/id/external/sideviewcows2026/barn/masks/594/594_0232.png,ReID_barn,barn_cow_0594_sess_002,"{""subset"": ""barn"", ""individual_id"": 594, ""frame_no"": 232, ""recording_id"": ""barn_cow_0594_sess_002""}"
sample_0269,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/633/633_0299.jpg,datasets/id/external/sideviewcows2026/barn/masks/633/633_0299.png,ReID_barn,barn_cow_0633_sess_001,"{""subset"": ""barn"", ""individual_id"": 633, ""frame_no"": 299, ""recording_id"": ""barn_cow_0633_sess_001""}"
sample_0270,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/413/413_0058.jpg,datasets/id/external/sideviewcows2026/barn/masks/413/413_0058.png,ReID_barn,barn_cow_0413_sess_001,"{""subset"": ""barn"", ""individual_id"": 413, ""frame_no"": 58, ""recording_id"": ""barn_cow_0413_sess_001""}"
sample_0271,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/853/853_0069.jpg,datasets/id/external/sideviewcows2026/barn/masks/853/853_0069.png,ReID_barn,barn_cow_0853_sess_001,"{""subset"": ""barn"", ""individual_id"": 853, ""frame_no"": 69, ""recording_id"": ""barn_cow_0853_sess_001""}"
sample_0272,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/684/684_0243.jpg,datasets/id/external/sideviewcows2026/barn/masks/684/684_0243.png,ReID_barn,barn_cow_0684_sess_001,"{""subset"": ""barn"", ""individual_id"": 684, ""frame_no"": 243, ""recording_id"": ""barn_cow_0684_sess_001""}"
sample_0273,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/444/444_0245.jpg,datasets/id/external/sideviewcows2026/barn/masks/444/444_0245.png,ReID_barn,barn_cow_0444_sess_001,"{""subset"": ""barn"", ""individual_id"": 444, ""frame_no"": 245, ""recording_id"": ""barn_cow_0444_sess_001""}"
sample_0274,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/998/998_0038.jpg,datasets/id/external/sideviewcows2026/barn/masks/998/998_0038.png,ReID_barn,barn_cow_0998_sess_001,"{""subset"": ""barn"", ""individual_id"": 998, ""frame_no"": 38, ""recording_id"": ""barn_cow_0998_sess_001""}"
sample_0275,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/436/436_0219.jpg,datasets/id/external/sideviewcows2026/barn/masks/436/436_0219.png,ReID_barn,barn_cow_0436_sess_001,"{""subset"": ""barn"", ""individual_id"": 436, ""frame_no"": 219, ""recording_id"": ""barn_cow_0436_sess_001""}"
sample_0276,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/503/503_0088.jpg,datasets/id/external/sideviewcows2026/barn/masks/503/503_0088.png,ReID_barn,barn_cow_0503_sess_001,"{""subset"": ""barn"", ""individual_id"": 503, ""frame_no"": 88, ""recording_id"": ""barn_cow_0503_sess_001""}"
sample_0277,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/594/594_0137.jpg,datasets/id/external/sideviewcows2026/barn/masks/594/594_0137.png,ReID_barn,barn_cow_0594_sess_001,"{""subset"": ""barn"", ""individual_id"": 594, ""frame_no"": 137, ""recording_id"": ""barn_cow_0594_sess_001""}"
sample_0278,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/436/436_0193.jpg,datasets/id/external/sideviewcows2026/barn/masks/436/436_0193.png,ReID_barn,barn_cow_0436_sess_001,"{""subset"": ""barn"", ""individual_id"": 436, ""frame_no"": 193, ""recording_id"": ""barn_cow_0436_sess_001""}"
sample_0279,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/124/124_0197.jpg,datasets/id/external/sideviewcows2026/barn/masks/124/124_0197.png,ReID_barn,barn_cow_0124_sess_001,"{""subset"": ""barn"", ""individual_id"": 124, ""frame_no"": 197, ""recording_id"": ""barn_cow_0124_sess_001""}"
sample_0280,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/barn/images/433/433_0272.jpg,datasets/id/external/sideviewcows2026/barn/masks/433/433_0272.png,ReID_barn,barn_cow_0433_sess_001,"{""subset"": ""barn"", ""individual_id"": 433, ""frame_no"": 272, ""recording_id"": ""barn_cow_0433_sess_001""}"
sample_0281,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/955/955_0007.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/955/955_0007.png,ReID_snapshots,snap_cow_0955_sess_001,"{""subset"": ""snapshots"", ""individual_id"": 955, ""frame_no"": 7, ""recording_id"": ""snap_cow_0955_sess_001""}"
sample_0282,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/465/465_0017.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/465/465_0017.png,ReID_snapshots,snap_cow_0465_sess_002,"{""subset"": ""snapshots"", ""individual_id"": 465, ""frame_no"": 17, ""recording_id"": ""snap_cow_0465_sess_002""}"
sample_0283,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/192/192_0010.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/192/192_0010.png,ReID_snapshots,snap_cow_0192_sess_002,"{""subset"": ""snapshots"", ""individual_id"": 192, ""frame_no"": 10, ""recording_id"": ""snap_cow_0192_sess_002""}"
sample_0284,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/192/192_0012.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/192/192_0012.png,ReID_snapshots,snap_cow_0192_sess_002,"{""subset"": ""snapshots"", ""individual_id"": 192, ""frame_no"": 12, ""recording_id"": ""snap_cow_0192_sess_002""}"
sample_0285,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/345/345_0004.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/345/345_0004.png,ReID_snapshots,snap_cow_0345_sess_001,"{""subset"": ""snapshots"", ""individual_id"": 345, ""frame_no"": 4, ""recording_id"": ""snap_cow_0345_sess_001""}"
sample_0286,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/737/737_0007.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/737/737_0007.png,ReID_snapshots,snap_cow_0737_sess_001,"{""subset"": ""snapshots"", ""individual_id"": 737, ""frame_no"": 7, ""recording_id"": ""snap_cow_0737_sess_001""}"
sample_0287,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/128/128_0011.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/128/128_0011.png,ReID_snapshots,snap_cow_0128_sess_004,"{""subset"": ""snapshots"", ""individual_id"": 128, ""frame_no"": 11, ""recording_id"": ""snap_cow_0128_sess_004""}"
sample_0288,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/290/290_0011.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/290/290_0011.png,ReID_snapshots,snap_cow_0290_sess_001,"{""subset"": ""snapshots"", ""individual_id"": 290, ""frame_no"": 11, ""recording_id"": ""snap_cow_0290_sess_001""}"
sample_0289,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/680/680_0003.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/680/680_0003.png,ReID_snapshots,snap_cow_0680_sess_001,"{""subset"": ""snapshots"", ""individual_id"": 680, ""frame_no"": 3, ""recording_id"": ""snap_cow_0680_sess_001""}"
sample_0290,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/207/207_0006.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/207/207_0006.png,ReID_snapshots,snap_cow_0207_sess_002,"{""subset"": ""snapshots"", ""individual_id"": 207, ""frame_no"": 6, ""recording_id"": ""snap_cow_0207_sess_002""}"
sample_0291,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/192/192_0004.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/192/192_0004.png,ReID_snapshots,snap_cow_0192_sess_002,"{""subset"": ""snapshots"", ""individual_id"": 192, ""frame_no"": 4, ""recording_id"": ""snap_cow_0192_sess_002""}"
sample_0292,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/871/871_0006.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/871/871_0006.png,ReID_snapshots,snap_cow_0871_sess_001,"{""subset"": ""snapshots"", ""individual_id"": 871, ""frame_no"": 6, ""recording_id"": ""snap_cow_0871_sess_001""}"
sample_0293,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/621/621_0007.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/621/621_0007.png,ReID_snapshots,snap_cow_0621_sess_004,"{""subset"": ""snapshots"", ""individual_id"": 621, ""frame_no"": 7, ""recording_id"": ""snap_cow_0621_sess_004""}"
sample_0294,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/374/374_0025.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/374/374_0025.png,ReID_snapshots,snap_cow_0374_sess_005,"{""subset"": ""snapshots"", ""individual_id"": 374, ""frame_no"": 25, ""recording_id"": ""snap_cow_0374_sess_005""}"
sample_0295,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/176/176_0010.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/176/176_0010.png,ReID_snapshots,snap_cow_0176_sess_003,"{""subset"": ""snapshots"", ""individual_id"": 176, ""frame_no"": 10, ""recording_id"": ""snap_cow_0176_sess_003""}"
sample_0296,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/660/660_0002.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/660/660_0002.png,ReID_snapshots,snap_cow_0660_sess_001,"{""subset"": ""snapshots"", ""individual_id"": 660, ""frame_no"": 2, ""recording_id"": ""snap_cow_0660_sess_001""}"
sample_0297,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/168/168_0003.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/168/168_0003.png,ReID_snapshots,snap_cow_0168_sess_002,"{""subset"": ""snapshots"", ""individual_id"": 168, ""frame_no"": 3, ""recording_id"": ""snap_cow_0168_sess_002""}"
sample_0298,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/465/465_0008.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/465/465_0008.png,ReID_snapshots,snap_cow_0465_sess_001,"{""subset"": ""snapshots"", ""individual_id"": 465, ""frame_no"": 8, ""recording_id"": ""snap_cow_0465_sess_001""}"
sample_0299,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/241/241_0007.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/241/241_0007.png,ReID_snapshots,snap_cow_0241_sess_001,"{""subset"": ""snapshots"", ""individual_id"": 241, ""frame_no"": 7, ""recording_id"": ""snap_cow_0241_sess_001""}"
sample_0300,SideViewCows2026,Re-ID (Primary),datasets/id/external/sideviewcows2026/snapshots/images/975/975_0015.jpg,datasets/id/external/sideviewcows2026/snapshots/masks/975/975_0015.png,ReID_snapshots,snap_cow_0975_sess_006,"{""subset"": ""snapshots"", ""individual_id"": 975, ""frame_no"": 15, ""recording_id"": ""snap_cow_0975_sess_006""}"
