sample_id,dataset,source_image_path,provenance_group,cow_or_identity_id_if_available,session_or_timeblock_if_available,viewpoint,occlusion,body_cutoff,multiple_cows,review_status
vp1k_0418,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/853/853_0239.jpg,barn_cow_0853_sess_001,cow_853,barn/barn_cow_0853_sess_001,side,none,severe,no,human_verified
vp1k_0419,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690347176_23-52-56_2_3.jpg,ev_1690347176_c2,cow_2,tb_3_cam_3,side,none,none,no,human_verified
vp1k_0420,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_207_3.jpg,GS_burst_1187,,GS_Gansu/GS_207,rear,none,none,no,human_verified
vp1k_0421,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_968_5.jpg,YM_burst_2020,,YM_Farm2/YM_968,rear,none,none,yes,human_verified
vp1k_0422,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690343606_22-53-26_11_3.jpg,ev_1690343606_c11,cow_11,tb_3_cam_3,rear-oblique,partial,none,no,human_verified
vp1k_0423,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690291316_08-21-56_1_2.jpg,ev_1690291316_c1,cow_1,tb_2_cam_2,unknown / ambiguous,severe,none,no,human_verified
vp1k_0424,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/305/305_0486.jpg,parlor_cow_0305_sess_031,cow_305,parlor/parlor_cow_0305_sess_031,side,partial,none,no,human_verified
vp1k_0425,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_2541_4.jpg,GS_burst_1706,,GS_Gansu/GS_2541,rear,none,none,no,human_verified
vp1k_0426,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/413/413_0418.jpg,parlor_cow_0413_sess_015,cow_413,parlor/parlor_cow_0413_sess_015,side,none,none,yes,human_verified
vp1k_0427,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/733/733_0236.jpg,barn_cow_0733_sess_001,cow_733,barn/barn_cow_0733_sess_001,side,none,none,no,human_verified
vp1k_0428,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/L-i10915.jpg,STEREO_burst_0239,,STEREO_Farm3/STEREO_blk_239,rear,none,none,yes,human_verified
vp1k_0429,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_786_4.jpg,YM_burst_1818,,YM_Farm2/YM_786,rear-oblique,none,none,no,human_verified
vp1k_0430,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/737/737_0004.jpg,snap_cow_0737_sess_001,cow_737,snapshots/snap_cow_0737_sess_001,side,none,partial,no,human_verified
vp1k_0431,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_2954_3.jpg,GS_burst_2164,,GS_Gansu/GS_2954,rear,none,none,no,human_verified
vp1k_0432,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/970/970_0080.jpg,barn_cow_0970_sess_001,cow_970,barn/barn_cow_0970_sess_001,side,none,partial,no,human_verified
vp1k_0433,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690321751_16-49-11_1_3.jpg,ev_1690321751_c1,cow_1,tb_3_cam_3,front-oblique,none,none,no,human_verified
vp1k_0434,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/749/749_0187.jpg,barn_cow_0749_sess_001,cow_749,barn/barn_cow_0749_sess_001,side,none,none,no,human_verified
vp1k_0435,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_1482_3.jpg,GS_burst_0538,,GS_Gansu/GS_1482,rear,none,none,no,human_verified
vp1k_0436,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_1235_5.jpg,YM_burst_0264,,YM_Farm2/YM_1235,rear,none,none,yes,human_verified
vp1k_0437,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/171/171_0319.jpg,barn_cow_0171_sess_001,cow_171,barn/barn_cow_0171_sess_001,side,partial,severe,no,human_verified
vp1k_0438,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690279766_05-09-26_6_2.jpg,ev_1690279766_c6,cow_6,tb_1_cam_2,unknown / ambiguous,none,none,no,human_verified
vp1k_0439,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690297676_10-07-56_7_2.jpg,ev_1690297676_c7,cow_7,tb_2_cam_2,unknown / ambiguous,severe,none,no,human_verified
vp1k_0440,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690344311_23-05-11_2_3.jpg,ev_1690344311_c2,cow_2,tb_3_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0441,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_924_3.jpg,YM_burst_1972,,YM_Farm2/YM_924,rear,none,none,yes,human_verified
vp1k_0442,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690296476_09-47-56_3_3.jpg,ev_1690296476_c3,cow_3,tb_2_cam_3,unknown / ambiguous,partial,none,no,human_verified
vp1k_0443,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690295156_09-25-56_3_3.jpg,ev_1690295156_c3,cow_3,tb_2_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0444,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/320/320_0746.jpg,parlor_cow_0320_sess_044,cow_320,parlor/parlor_cow_0320_sess_044,side,none,none,yes,human_verified
vp1k_0445,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_2904_5.jpg,GS_burst_2109,,GS_Gansu/GS_2904,rear,none,none,no,human_verified
vp1k_0446,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690294901_09-21-41_8_3.jpg,ev_1690294901_c8,cow_8,tb_2_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0447,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/275/275_0239.jpg,barn_cow_0275_sess_001,cow_275,barn/barn_cow_0275_sess_001,side,none,none,no,human_verified
vp1k_0448,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/R-i7574.jpg,STEREO_burst_0162,,STEREO_Farm3/STEREO_blk_162,rear,none,partial,no,human_verified
vp1k_0449,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_631_4.jpg,GS_burst_2931,,GS_Gansu/GS_631,rear,none,none,no,human_verified
vp1k_0450,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_1475_5.jpg,GS_burst_0530,,GS_Gansu/GS_1475,rear,none,none,no,human_verified
vp1k_0451,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/217/217_0009.jpg,snap_cow_0217_sess_003,cow_217,snapshots/snap_cow_0217_sess_003,side,none,none,yes,human_verified
vp1k_0452,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/909/909_0354.jpg,parlor_cow_0909_sess_034,cow_909,parlor/parlor_cow_0909_sess_034,side,none,none,no,human_verified
vp1k_0453,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/975/975_0159.jpg,barn_cow_0975_sess_001,cow_975,barn/barn_cow_0975_sess_001,side,none,none,yes,human_verified
vp1k_0454,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/L-i4122.jpg,STEREO_burst_0083,,STEREO_Farm3/STEREO_blk_083,rear,none,none,no,human_verified
vp1k_0455,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690273376_03-22-56_5_3.jpg,ev_1690273376_c5,cow_5,tb_1_cam_3,side,none,severe,yes,human_verified
vp1k_0456,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690308956_13-15-56_2_2.jpg,ev_1690308956_c2,cow_2,tb_2_cam_2,rear-oblique,none,severe,yes,human_verified
vp1k_0457,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/542/542_0238.jpg,barn_cow_0542_sess_001,cow_542,barn/barn_cow_0542_sess_001,side,none,partial,no,human_verified
vp1k_0458,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_1804_4.jpg,YM_burst_0894,,YM_Farm2/YM_1804,rear,none,none,yes,human_verified
vp1k_0459,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/737/737_0086.jpg,barn_cow_0737_sess_001,cow_737,barn/barn_cow_0737_sess_001,side,partial,none,no,human_verified
vp1k_0460,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_2281_5.jpg,GS_burst_1418,,GS_Gansu/GS_2281,rear,none,none,no,human_verified
vp1k_0461,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690275071_03-51-11_15_3.jpg,ev_1690275071_c15,cow_15,tb_1_cam_3,side,partial,none,no,human_verified
vp1k_0462,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690292936_08-48-56_11_3.jpg,ev_1690292936_c11,cow_11,tb_2_cam_3,side,partial,partial,no,human_verified
vp1k_0463,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/871/871_0259.jpg,barn_cow_0871_sess_001,cow_871,barn/barn_cow_0871_sess_001,side,none,none,no,human_verified
vp1k_0464,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/128/128_0434.jpg,parlor_cow_0128_sess_024,cow_128,parlor/parlor_cow_0128_sess_024,side,none,none,yes,human_verified
vp1k_0465,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690331921_19-38-41_13_3.jpg,ev_1690331921_c13,cow_13,tb_3_cam_3,side,partial,none,yes,human_verified
vp1k_0466,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690332281_19-44-41_10_3.jpg,ev_1690332281_c10,cow_10,tb_3_cam_3,side,severe,partial,yes,human_verified
vp1k_0467,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690333796_20-09-56_3_3.jpg,ev_1690333796_c3,cow_3,tb_3_cam_3,side,partial,severe,yes,human_verified
vp1k_0468,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690341266_22-14-26_12_3.jpg,ev_1690341266_c12,cow_12,tb_3_cam_3,side,severe,none,no,human_verified
vp1k_0469,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/492/492_0200.jpg,parlor_cow_0492_sess_010,cow_492,parlor/parlor_cow_0492_sess_010,side,severe,none,no,human_verified
vp1k_0470,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/389/389_0079.jpg,barn_cow_0389_sess_001,cow_389,barn/barn_cow_0389_sess_001,side,partial,partial,no,human_verified
vp1k_0471,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/128/128_0016.jpg,snap_cow_0128_sess_006,cow_128,snapshots/snap_cow_0128_sess_006,side,none,none,yes,human_verified
vp1k_0472,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690273451_03-24-11_9_2.jpg,ev_1690273451_c9,cow_9,tb_1_cam_2,unknown / ambiguous,none,none,no,human_verified
vp1k_0473,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690331726_19-35-26_13_3.jpg,ev_1690331726_c13,cow_13,tb_3_cam_3,front-oblique,partial,none,no,human_verified
vp1k_0474,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/400/400_0088.jpg,barn_cow_0400_sess_001,cow_400,barn/barn_cow_0400_sess_001,side,none,none,no,human_verified
vp1k_0475,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690274411_03-40-11_9_1.jpg,ev_1690274411_c9,cow_9,tb_1_cam_1,side,partial,none,no,human_verified
vp1k_0476,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_2573_3.jpg,GS_burst_1741,,GS_Gansu/GS_2573,rear,none,none,no,human_verified
vp1k_0477,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/594/594_0040.jpg,barn_cow_0594_sess_001,cow_594,barn/barn_cow_0594_sess_001,side,none,none,yes,human_verified
vp1k_0478,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_439_5.jpg,GS_burst_2717,,GS_Gansu/GS_439,rear,none,none,yes,human_verified
vp1k_0479,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/998/998_0252.jpg,parlor_cow_0998_sess_016,cow_998,parlor/parlor_cow_0998_sess_016,side,none,none,no,human_verified
vp1k_0480,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690316696_15-24-56_4_3.jpg,ev_1690316696_c4,cow_4,tb_2_cam_3,side,partial,none,yes,human_verified
vp1k_0481,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690319546_16-12-26_6_3.jpg,ev_1690319546_c6,cow_6,tb_3_cam_3,side,severe,none,no,human_verified
vp1k_0482,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/778/778_0002.jpg,parlor_cow_0778_sess_001,cow_778,parlor/parlor_cow_0778_sess_001,side,none,partial,no,human_verified
vp1k_0483,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/871/871_0004.jpg,snap_cow_0871_sess_001,cow_871,snapshots/snap_cow_0871_sess_001,side,none,partial,no,human_verified
vp1k_0484,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/444/444_0179.jpg,parlor_cow_0444_sess_011,cow_444,parlor/parlor_cow_0444_sess_011,side,severe,none,no,human_verified
vp1k_0485,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_1376_4.jpg,YM_burst_0419,,YM_Farm2/YM_1376,rear,none,none,yes,human_verified
vp1k_0486,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690327271_18-21-11_2_3.jpg,ev_1690327271_c2,cow_2,tb_3_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0487,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690309856_13-30-56_15_3.jpg,ev_1690309856_c15,cow_15,tb_2_cam_3,side,severe,severe,yes,human_verified
vp1k_0488,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_1436_2.jpg,GS_burst_0487,,GS_Gansu/GS_1436,rear,none,none,yes,human_verified
vp1k_0489,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690310831_13-47-11_9_2.jpg,ev_1690310831_c9,cow_9,tb_2_cam_2,rear-oblique,partial,none,no,human_verified
vp1k_0490,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/YM_1427_3.jpg,YM_burst_0476,,YM_Farm2/YM_1427,rear,none,none,yes,human_verified
vp1k_0491,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_174_3.jpg,GS_burst_0824,,GS_Gansu/GS_174,rear,none,none,no,human_verified
vp1k_0492,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_452_5.jpg,GS_burst_2732,,GS_Gansu/GS_452,rear,none,none,no,human_verified
vp1k_0493,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690341101_22-11-41_12_3.jpg,ev_1690341101_c12,cow_12,tb_3_cam_3,side,none,none,no,human_verified
vp1k_0494,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/660/660_0193.jpg,parlor_cow_0660_sess_008,cow_660,parlor/parlor_cow_0660_sess_008,side,none,none,no,human_verified
vp1k_0495,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_513_4.jpg,YM_burst_1516,,YM_Farm2/YM_513,rear,none,none,yes,human_verified
vp1k_0496,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/844/844_0164.jpg,parlor_cow_0844_sess_009,cow_844,parlor/parlor_cow_0844_sess_009,side,severe,severe,no,human_verified
vp1k_0497,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/733/733_0565.jpg,parlor_cow_0733_sess_055,cow_733,parlor/parlor_cow_0733_sess_055,side,partial,none,no,human_verified
vp1k_0498,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/GS_2671_5.jpg,GS_burst_1850,,GS_Gansu/GS_2671,rear,none,partial,no,human_verified
vp1k_0499,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_1078_3.jpg,YM_burst_0089,,YM_Farm2/YM_1078,rear,none,none,yes,human_verified
vp1k_0500,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/749/749_0063.jpg,barn_cow_0749_sess_001,cow_749,barn/barn_cow_0749_sess_001,side,none,partial,no,human_verified
vp1k_0501,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/401/401_0279.jpg,parlor_cow_0401_sess_013,cow_401,parlor/parlor_cow_0401_sess_013,side,none,partial,no,human_verified
vp1k_0502,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_796_5.jpg,GS_burst_3113,,GS_Gansu/GS_796,rear,none,none,no,human_verified
vp1k_0503,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_1673_5.jpg,GS_burst_0750,,GS_Gansu/GS_1673,rear,none,none,no,human_verified
vp1k_0504,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/275/275_0308.jpg,parlor_cow_0275_sess_020,cow_275,parlor/parlor_cow_0275_sess_020,side,partial,partial,no,human_verified
vp1k_0505,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/179/179_0209.jpg,barn_cow_0179_sess_001,cow_179,barn/barn_cow_0179_sess_001,side,partial,none,no,human_verified
vp1k_0506,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_2053_4.jpg,GS_burst_1169,,GS_Gansu/GS_2053,rear,none,none,no,human_verified
vp1k_0507,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690335041_20-30-41_9_3.jpg,ev_1690335041_c9,cow_9,tb_3_cam_3,side,none,none,no,human_verified
vp1k_0508,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_722_5.jpg,YM_burst_1748,,YM_Farm2/YM_722,rear,none,none,yes,human_verified
vp1k_0509,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690336661_20-57-41_8_2.jpg,ev_1690336661_c8,cow_8,tb_3_cam_2,rear,none,none,no,human_verified
vp1k_0510,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690290656_08-10-56_15_3.jpg,ev_1690290656_c15,cow_15,tb_2_cam_3,rear-oblique,partial,none,yes,human_verified
vp1k_0511,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/144/144_0417.jpg,parlor_cow_0144_sess_021,cow_144,parlor/parlor_cow_0144_sess_021,side,none,severe,no,human_verified
vp1k_0512,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/680/680_0093.jpg,parlor_cow_0680_sess_004,cow_680,parlor/parlor_cow_0680_sess_004,side,partial,none,no,human_verified
vp1k_0513,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690280246_05-17-26_7_3.jpg,ev_1690280246_c7,cow_7,tb_2_cam_3,front-oblique,partial,none,no,human_verified
vp1k_0514,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/621/621_0972.jpg,parlor_cow_0621_sess_047,cow_621,parlor/parlor_cow_0621_sess_047,side,none,partial,no,human_verified
vp1k_0515,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690334831_20-27-11_9_3.jpg,ev_1690334831_c9,cow_9,tb_3_cam_3,side,partial,none,yes,human_verified
vp1k_0516,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690276646_04-17-26_15_3.jpg,ev_1690276646_c15,cow_15,tb_1_cam_3,side,severe,none,no,human_verified
vp1k_0517,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690283216_06-06-56_1_3.jpg,ev_1690283216_c1,cow_1,tb_2_cam_3,side,severe,partial,no,human_verified
vp1k_0518,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690300031_10-47-11_10_3.jpg,ev_1690300031_c10,cow_10,tb_2_cam_3,unknown / ambiguous,severe,none,no,human_verified
vp1k_0519,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/187/187_0197.jpg,parlor_cow_0187_sess_015,cow_187,parlor/parlor_cow_0187_sess_015,side,none,none,no,human_verified
vp1k_0520,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_689_5.jpg,GS_burst_2994,,GS_Gansu/GS_689,rear,none,none,no,human_verified
vp1k_0521,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_523_3.jpg,YM_burst_1527,,YM_Farm2/YM_523,rear-oblique,none,none,yes,human_verified
vp1k_0522,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690306226_12-30-26_4_3.jpg,ev_1690306226_c4,cow_4,tb_2_cam_3,side,partial,none,no,human_verified
vp1k_0523,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690311881_14-04-41_16_3.jpg,ev_1690311881_c16,cow_16,tb_2_cam_3,unknown / ambiguous,none,none,no,human_verified
vp1k_0524,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/737/737_0012.jpg,snap_cow_0737_sess_004,cow_737,snapshots/snap_cow_0737_sess_004,side,partial,partial,no,human_verified
vp1k_0525,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690332026_19-40-26_13_3.jpg,ev_1690332026_c13,cow_13,tb_3_cam_3,side,partial,partial,yes,human_verified
vp1k_0526,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_1235_4.jpg,GS_burst_0264,,GS_Gansu/GS_1235,rear,none,none,no,human_verified
vp1k_0527,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/6/1690336931_21-02-11_4_3.jpg,ev_1690336931_c4,cow_4,tb_3_cam_3,side,none,none,no,human_verified
vp1k_0528,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/367/367_0272.jpg,parlor_cow_0367_sess_017,cow_367,parlor/parlor_cow_0367_sess_017,side,partial,none,no,human_verified
vp1k_0529,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690345346_23-22-26_7_3.jpg,ev_1690345346_c7,cow_7,tb_3_cam_3,side,partial,none,no,human_verified
vp1k_0530,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_709_5.jpg,YM_burst_1733,,YM_Farm2/YM_709,rear,none,none,no,human_verified
vp1k_0531,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_2713_4.jpg,GS_burst_1897,,GS_Gansu/GS_2713,rear,none,none,no,human_verified
vp1k_0532,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690322681_17-04-41_1_3.jpg,ev_1690322681_c1,cow_1,tb_3_cam_3,rear,none,none,no,human_verified
vp1k_0533,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/1/1690320851_16-34-11_16_3.jpg,ev_1690320851_c16,cow_16,tb_3_cam_3,side,none,partial,yes,human_verified
vp1k_0534,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690295681_09-34-41_8_4.jpg,ev_1690295681_c8,cow_8,tb_2_cam_4,side,severe,severe,yes,human_verified
vp1k_0535,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/3/1690285856_06-50-56_4_3.jpg,ev_1690285856_c4,cow_4,tb_2_cam_3,side,severe,none,no,human_verified
vp1k_0536,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_1841_3.jpg,YM_burst_0935,,YM_Farm2/YM_1841,rear,none,none,yes,human_verified
vp1k_0537,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_427_3.jpg,GS_burst_2704,,GS_Gansu/GS_427,rear,none,none,yes,human_verified
vp1k_0538,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/YM_105_3.jpg,YM_burst_0058,,YM_Farm2/YM_105,rear,none,none,yes,human_verified
vp1k_0539,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/4/1690336541_20-55-41_9_3.jpg,ev_1690336541_c9,cow_9,tb_3_cam_3,side,none,none,yes,human_verified
vp1k_0540,SideViewCows2026,datasets/id/external/sideviewcows2026/parlor/images/355/355_0046.jpg,parlor_cow_0355_sess_005,cow_355,parlor/parlor_cow_0355_sess_005,side,severe,none,no,human_verified
vp1k_0541,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_1423_5.jpg,GS_burst_0473,,GS_Gansu/GS_1423,rear,none,none,yes,human_verified
vp1k_0542,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/GS_1146_4.jpg,GS_burst_0165,,GS_Gansu/GS_1146,rear,none,none,no,human_verified
vp1k_0543,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/660/660_0007.jpg,snap_cow_0660_sess_002,cow_660,snapshots/snap_cow_0660_sess_002,side,partial,partial,no,human_verified
vp1k_0544,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.25/GS_1767_4.jpg,GS_burst_0854,,GS_Gansu/GS_1767,rear,none,none,no,human_verified
vp1k_0545,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/2/1690309256_13-20-56_15_4.jpg,ev_1690309256_c15,cow_15,tb_2_cam_4,front,partial,none,no,human_verified
vp1k_0546,SideViewCows2026,datasets/id/external/sideviewcows2026/snapshots/images/406/406_0006.jpg,snap_cow_0406_sess_002,cow_406,snapshots/snap_cow_0406_sess_002,side,none,partial,no,human_verified
vp1k_0547,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/YM_841_17.jpg,YM_burst_1880,,YM_Farm2/YM_841,rear,none,none,yes,human_verified
vp1k_0548,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/YM_313_4.jpg,YM_burst_1294,,YM_Farm2/YM_313,rear,none,none,no,human_verified
vp1k_0549,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.75/YM_842_3.jpg,YM_burst_1881,,YM_Farm2/YM_842,rear-oblique,none,none,yes,human_verified
vp1k_0550,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/4.0/GS_994_5.jpg,GS_burst_3333,,GS_Gansu/GS_994,rear,none,none,no,human_verified
vp1k_0551,SideViewCows2026,datasets/id/external/sideviewcows2026/barn/images/241/241_0263.jpg,barn_cow_0241_sess_001,cow_241,barn/barn_cow_0241_sess_001,side,partial,none,no,human_verified
vp1k_0552,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/5/1690280516_05-21-56_9_3.jpg,ev_1690280516_c9,cow_9,tb_2_cam_3,front-oblique,none,partial,no,human_verified
vp1k_0553,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_1962_5.jpg,YM_burst_1068,,YM_Farm2/YM_1962,rear,none,none,yes,human_verified
vp1k_0554,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.5/YM_1393_4.jpg,YM_burst_0438,,YM_Farm2/YM_1393,rear,none,none,yes,human_verified
vp1k_0555,MmCows,datasets/behavior/mmcows/cropped_bboxes/behaviors/7/1690298081_10-14-41_14_2.jpg,ev_1690298081_c14,cow_14,tb_2_cam_2,unknown / ambiguous,severe,severe,yes,human_verified
vp1k_0556,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/GS_1141_4.jpg,GS_burst_0160,,GS_Gansu/GS_1141,rear,none,none,no,human_verified
vp1k_0557,ScienceDB,datasets/bcs/sciencedb_bcs/dataset/3.25/R-i1037.jpg,STEREO_burst_0025,,STEREO_Farm3/STEREO_blk_025,unknown / ambiguous,none,none,yes,human_verified
